                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           23 May 2023 02:03:17
Civil Air Patrol Use Only
AreaTarget-Russia-To-Satellite-KinoSat_110101, Satellite-KinoSat_110102, Satellite-KinoSat_110103, Satellite-KinoSat_110104, Satellite-KinoSat_110105, Satellite-KinoSat_110106, Satellite-KinoSat_110107, Satellite-KinoSat_110108, Satellite-KinoSat_110109, Satellite-KinoSat_110110, Satellite-KinoSat_110201, Satellite-KinoSat_110202, Satellite-KinoSat_110203, Satellite-KinoSat_110204, Satellite-KinoSat_110205, Satellite-KinoSat_110206, Satellite-KinoSat_110207, Satellite-KinoSat_110208, Satellite-KinoSat_110209, Satellite-KinoSat_110210, Satellite-KinoSat_110301, Satellite-KinoSat_110302, Satellite-KinoSat_110303, Satellite-KinoSat_110304, Satellite-KinoSat_110305, Satellite-KinoSat_110306, Satellite-KinoSat_110307, Satellite-KinoSat_110308, Satellite-KinoSat_110309, Satellite-KinoSat_110310, Satellite-KinoSat_110401, Satellite-KinoSat_110402, Satellite-KinoSat_110403, Satellite-KinoSat_110404, Satellite-KinoSat_110405, Satellite-KinoSat_110406, Satellite-KinoSat_110407, Satellite-KinoSat_110408, Satellite-KinoSat_110409, Satellite-KinoSat_110410, Satellite-KinoSat_110501, Satellite-KinoSat_110502, Satellite-KinoSat_110503, Satellite-KinoSat_110504, Satellite-KinoSat_110505, Satellite-KinoSat_110506, Satellite-KinoSat_110507, Satellite-KinoSat_110508, Satellite-KinoSat_110509, Satellite-KinoSat_110510:  Access Summary Report


Russia-To-KinoSat_110101
------------------------
                  Access        Start Time (UTCG)           Stop Time (UTCG)        Duration (sec)
                      34     9 Jun 2027 04:07:11.002     9 Jun 2027 04:13:32.418           381.416
                      35     9 Jun 2027 05:45:10.453     9 Jun 2027 05:49:06.981           236.529
                      36     9 Jun 2027 07:18:20.878     9 Jun 2027 07:24:34.157           373.279
                      37     9 Jun 2027 07:24:38.667     9 Jun 2027 07:26:16.327            97.660
                      38    10 Jun 2027 04:19:13.682    10 Jun 2027 04:25:24.263           370.581
                      39    10 Jun 2027 05:57:10.060    10 Jun 2027 06:01:08.917           238.857
                      40    10 Jun 2027 07:30:46.267    10 Jun 2027 07:38:15.178           448.911
                      41    11 Jun 2027 03:00:00.000    11 Jun 2027 03:01:45.863           105.863
                      42    11 Jun 2027 04:31:05.137    11 Jun 2027 04:37:00.746           355.609
                      43    11 Jun 2027 04:37:07.980    11 Jun 2027 04:37:50.636            42.656
                      44    11 Jun 2027 06:09:11.149    11 Jun 2027 06:13:19.795           248.646
                      45    11 Jun 2027 07:43:02.430    11 Jun 2027 07:49:41.752           399.322
                      46    12 Jun 2027 03:06:25.555    12 Jun 2027 03:13:44.658           439.103
                      47    12 Jun 2027 04:43:27.524    12 Jun 2027 04:48:19.859           292.335
                      48    12 Jun 2027 04:48:26.605    12 Jun 2027 04:49:37.047            70.442
                      49    12 Jun 2027 06:20:25.134    12 Jun 2027 06:25:17.191           292.057
                      50    12 Jun 2027 07:55:29.119    12 Jun 2027 07:55:59.657            30.539
                      51    12 Jun 2027 07:57:07.017    12 Jun 2027 08:00:23.738           196.721
                      52    13 Jun 2027 03:18:51.788    13 Jun 2027 03:25:34.297           402.510
                      53    13 Jun 2027 04:55:45.462    13 Jun 2027 05:00:09.069           263.607
                      54    13 Jun 2027 05:00:12.842    13 Jun 2027 05:01:23.124            70.282
                      55    13 Jun 2027 06:32:37.293    13 Jun 2027 06:37:08.182           270.889
                      56    13 Jun 2027 08:10:18.357    13 Jun 2027 08:11:57.214            98.856

Min Duration          50    12 Jun 2027 07:55:29.119    12 Jun 2027 07:55:59.657            30.539
Max Duration           7     2 Jun 2027 07:30:29.779     2 Jun 2027 07:38:00.188           450.409
Mean Duration                                                                              254.830
Total Duration                                                                           14270.492


Russia-To-KinoSat_110106
------------------------
                  Access        Start Time (UTCG)           Stop Time (UTCG)        Duration (sec)
                  ------    ------------------------    ------------------------    --------------
                       1     1 Jun 2027 03:57:03.768     1 Jun 2027 04:03:29.029           385.261
                       2     1 Jun 2027 05:35:20.218     1 Jun 2027 05:39:11.740           231.522
                       3     1 Jun 2027 07:10:43.462     1 Jun 2027 07:14:49.618           246.156
                       4     1 Jun 2027 07:15:11.561     1 Jun 2027 07:16:09.685            58.124
                       5     2 Jun 2027 04:09:23.281     2 Jun 2027 04:15:45.365           382.084
                       6     2 Jun 2027 05:47:21.192     2 Jun 2027 05:51:18.426           237.234
                       7     2 Jun 2027 07:20:28.411     2 Jun 2027 07:26:45.639           377.229
                       8     2 Jun 2027 07:27:27.348     2 Jun 2027 07:28:27.110            59.762
                       9     3 Jun 2027 04:21:23.610     3 Jun 2027 04:27:54.126           390.516
                      10     3 Jun 2027 05:59:21.696     3 Jun 2027 06:03:31.593           249.898
                      11     3 Jun 2027 07:32:59.246     3 Jun 2027 07:40:22.713           443.467
                      12     4 Jun 2027 03:00:00.000     4 Jun 2027 03:03:55.632           235.632
                      13     4 Jun 2027 04:33:15.295     4 Jun 2027 04:39:07.073           351.778
                      14     4 Jun 2027 04:39:14.447     4 Jun 2027 04:39:59.107            44.661
                      15     4 Jun 2027 06:11:24.601     4 Jun 2027 06:15:29.691           245.090
                      16     4 Jun 2027 07:45:16.407     4 Jun 2027 07:51:30.804           374.398
                      17     5 Jun 2027 03:08:37.886     5 Jun 2027 03:15:56.716           438.830
                      18     5 Jun 2027 04:45:41.923     5 Jun 2027 04:50:25.299           283.376
                      19     5 Jun 2027 04:50:34.960     5 Jun 2027 04:51:45.970            71.010
                      20     5 Jun 2027 06:22:35.025     5 Jun 2027 06:27:30.143           295.118
                      21     5 Jun 2027 07:57:46.017     5 Jun 2027 07:58:04.649            18.633
                      22     5 Jun 2027 07:59:20.268     5 Jun 2027 08:02:31.225           190.956
                      23     6 Jun 2027 03:21:04.163     6 Jun 2027 03:27:44.375           400.212
                      24     6 Jun 2027 04:58:06.169     6 Jun 2027 05:02:22.648           256.479
                      25     6 Jun 2027 05:02:23.568     6 Jun 2027 05:03:29.479            65.912
                      26     6 Jun 2027 06:34:50.060     6 Jun 2027 06:39:20.008           269.948
                      27     6 Jun 2027 08:12:59.245     6 Jun 2027 08:14:07.741            68.496
                      28     7 Jun 2027 03:33:28.055     7 Jun 2027 03:39:51.357           383.301
                      29     7 Jun 2027 05:10:58.508     7 Jun 2027 05:15:22.396           263.889
                      30     7 Jun 2027 06:47:03.890     7 Jun 2027 06:51:19.225           255.334
                      31     8 Jun 2027 03:45:42.168     8 Jun 2027 03:51:52.395           370.227
                      32     8 Jun 2027 05:22:59.923     8 Jun 2027 05:27:38.847           278.924
                      33     8 Jun 2027 06:59:11.955     8 Jun 2027 07:04:01.019           289.063
                      34     9 Jun 2027 03:57:18.855     9 Jun 2027 04:03:44.253           385.397
                      35     9 Jun 2027 05:35:35.575     9 Jun 2027 05:39:26.630           231.055
                      36     9 Jun 2027 07:11:01.686     9 Jun 2027 07:15:04.357           242.671
                      37     9 Jun 2027 07:15:26.765     9 Jun 2027 07:16:24.942            58.177
                      38    10 Jun 2027 04:09:38.385    10 Jun 2027 04:16:00.304           381.919
                      39    10 Jun 2027 05:47:36.207    10 Jun 2027 05:51:33.792           237.585
                      40    10 Jun 2027 07:20:41.829    10 Jun 2027 07:27:00.842           379.013
                      41    10 Jun 2027 07:27:43.038    10 Jun 2027 07:28:42.358            59.320
                      42    11 Jun 2027 04:21:38.491    11 Jun 2027 04:27:49.854           371.363
                      43    11 Jun 2027 04:27:54.707    11 Jun 2027 04:28:09.384            14.677
                      44    11 Jun 2027 05:59:36.736    11 Jun 2027 06:03:46.599           249.863
                      45    11 Jun 2027 07:33:14.150    11 Jun 2027 07:40:37.621           443.471
                      46    12 Jun 2027 03:00:00.000    12 Jun 2027 03:04:10.444           250.444
                      47    12 Jun 2027 04:33:30.212    12 Jun 2027 04:39:21.761           351.549
                      48    12 Jun 2027 04:39:29.385    12 Jun 2027 04:40:14.033            44.648
                      49    12 Jun 2027 06:11:40.099    12 Jun 2027 06:15:44.722           244.623
                      50    12 Jun 2027 07:47:18.340    12 Jun 2027 07:51:45.267           266.927
                      51    13 Jun 2027 03:08:52.947    13 Jun 2027 03:16:11.677           438.730
                      52    13 Jun 2027 04:46:03.683    13 Jun 2027 04:50:39.843           276.159
                      53    13 Jun 2027 04:50:49.615    13 Jun 2027 04:52:00.806            71.192
                      54    13 Jun 2027 06:22:49.943    13 Jun 2027 06:27:45.073           295.130
                      55    13 Jun 2027 07:58:01.132    13 Jun 2027 07:58:17.953            16.822
                      56    13 Jun 2027 07:59:35.217    13 Jun 2027 08:02:45.904           190.687

Min Duration          43    11 Jun 2027 04:27:54.707    11 Jun 2027 04:28:09.384            14.677
Max Duration          45    11 Jun 2027 07:33:14.150    11 Jun 2027 07:40:37.621           443.471
Mean Duration                                                                              250.249
Total Duration                                                                           14013.939


Russia-To-KinoSat_110107
------------------------
                  Access        Start Time (UTCG)           Stop Time (UTCG)        Duration (sec)
                  ------    ------------------------    ------------------------    --------------
                       1     1 Jun 2027 03:47:48.833     1 Jun 2027 03:53:35.854           347.021
                       2     1 Jun 2027 03:53:44.116     1 Jun 2027 03:53:54.295            10.178
                       3     1 Jun 2027 05:25:20.519     1 Jun 2027 05:29:51.175           270.656
                       4     1 Jun 2027 07:01:21.322     1 Jun 2027 07:05:32.616           251.294
                       5     1 Jun 2027 07:05:36.915     1 Jun 2027 07:06:17.855            40.940
                       6     2 Jun 2027 03:59:32.258     2 Jun 2027 04:05:55.382           383.124
                       7     2 Jun 2027 05:37:49.475     2 Jun 2027 05:41:33.065           223.590
                       8     2 Jun 2027 07:13:10.591     2 Jun 2027 07:17:19.504           248.913
                       9     2 Jun 2027 07:17:39.376     2 Jun 2027 07:18:38.420            59.044
                      10     3 Jun 2027 04:11:52.716     3 Jun 2027 04:17:42.224           349.507
                      11     3 Jun 2027 04:17:43.543     3 Jun 2027 04:18:09.076            25.533
                      12     3 Jun 2027 05:49:47.301     3 Jun 2027 05:53:45.961           238.660
                      13     3 Jun 2027 07:22:53.462     3 Jun 2027 07:29:17.413           383.951
                      14     3 Jun 2027 07:29:55.081     3 Jun 2027 07:30:53.484            58.403
                      15     4 Jun 2027 04:23:47.597     4 Jun 2027 04:28:59.351           311.754
                      16     4 Jun 2027 04:29:00.338     4 Jun 2027 04:29:58.722            58.384
                      17     4 Jun 2027 04:30:02.723     4 Jun 2027 04:30:21.310            18.587
                      18     4 Jun 2027 06:01:47.343     4 Jun 2027 06:05:56.694           249.352
                      19     4 Jun 2027 07:35:23.667     4 Jun 2027 07:42:48.017           444.350
                      20     5 Jun 2027 03:00:00.000     5 Jun 2027 03:06:22.707           382.707
                      21     5 Jun 2027 04:35:44.341     5 Jun 2027 04:41:23.474           339.133
                      22     5 Jun 2027 04:41:32.457     5 Jun 2027 04:42:22.935            50.478
                      23     5 Jun 2027 06:13:34.561     5 Jun 2027 06:17:55.640           261.078
                      24     5 Jun 2027 07:49:33.341     5 Jun 2027 07:53:50.623           257.282
                      25     6 Jun 2027 03:11:08.722     6 Jun 2027 03:18:21.195           432.473
                      26     6 Jun 2027 04:48:20.899     6 Jun 2027 04:52:49.272           268.373
                      27     6 Jun 2027 04:52:58.935     6 Jun 2027 04:54:10.571            71.637
                      28     6 Jun 2027 06:25:03.848     6 Jun 2027 06:29:52.829           288.982
                      29     6 Jun 2027 08:00:18.813     6 Jun 2027 08:00:28.821            10.008
                      30     6 Jun 2027 08:02:00.836     6 Jun 2027 08:04:54.072           173.235
                      31     7 Jun 2027 03:23:29.494     7 Jun 2027 03:30:12.119           402.625
                      32     7 Jun 2027 05:00:27.421     7 Jun 2027 05:05:25.318           297.897
                      33     7 Jun 2027 06:37:13.057     7 Jun 2027 06:41:52.538           279.480
                      34     7 Jun 2027 08:15:24.679     7 Jun 2027 08:16:24.591            59.913
                      35     8 Jun 2027 03:35:56.878     8 Jun 2027 03:42:18.242           381.364
                      36     8 Jun 2027 05:13:28.954     8 Jun 2027 05:17:53.419           264.465
                      37     8 Jun 2027 06:49:33.179     8 Jun 2027 06:53:47.249           254.071
                      38     9 Jun 2027 03:48:03.877     9 Jun 2027 03:53:50.890           347.013
                      39     9 Jun 2027 03:53:59.295     9 Jun 2027 03:54:09.146             9.851
                      40     9 Jun 2027 05:25:34.784     9 Jun 2027 05:30:06.181           271.397
                      41     9 Jun 2027 07:01:35.866     9 Jun 2027 07:05:47.648           251.782
                      42     9 Jun 2027 07:05:51.866     9 Jun 2027 07:06:33.855            41.990
                      43    10 Jun 2027 03:59:47.072    10 Jun 2027 04:06:10.469           383.397
                      44    10 Jun 2027 05:38:04.635    10 Jun 2027 05:41:59.132           234.497
                      45    10 Jun 2027 07:12:05.533    10 Jun 2027 07:12:50.640            45.107
                      46    10 Jun 2027 07:13:25.096    10 Jun 2027 07:17:34.709           249.614
                      47    10 Jun 2027 07:17:54.691    10 Jun 2027 07:18:53.601            58.910
                      48    11 Jun 2027 04:12:08.642    11 Jun 2027 04:17:57.439           348.797
                      49    11 Jun 2027 04:17:58.805    11 Jun 2027 04:18:21.172            22.368
                      50    11 Jun 2027 05:50:02.213    11 Jun 2027 05:54:01.300           239.087
                      51    11 Jun 2027 07:23:08.940    11 Jun 2027 07:29:33.360           384.420
                      52    11 Jun 2027 07:30:10.751    11 Jun 2027 07:31:07.787            57.036
                      53    12 Jun 2027 04:23:59.341    12 Jun 2027 04:29:13.237           313.896
                      54    12 Jun 2027 04:29:16.056    12 Jun 2027 04:30:12.825            56.769
                      55    12 Jun 2027 04:30:17.340    12 Jun 2027 04:30:36.464            19.124
                      56    12 Jun 2027 06:02:02.228    12 Jun 2027 06:06:11.611           249.383
                      57    12 Jun 2027 07:35:38.664    12 Jun 2027 07:43:02.944           444.280
                      58    13 Jun 2027 03:00:00.000    13 Jun 2027 03:06:37.907           397.907
                      59    13 Jun 2027 04:35:59.924    13 Jun 2027 04:41:28.414           328.490
                      60    13 Jun 2027 04:41:46.913    13 Jun 2027 04:42:37.582            50.669
                      61    13 Jun 2027 06:13:49.346    13 Jun 2027 06:18:10.432           261.086
                      62    13 Jun 2027 07:49:49.133    13 Jun 2027 07:53:45.002           235.869

Min Duration          39     9 Jun 2027 03:53:59.295     9 Jun 2027 03:54:09.146             9.851
Max Duration          19     4 Jun 2027 07:35:23.667     4 Jun 2027 07:42:48.017           444.350
Mean Duration                                                                              221.793
Total Duration                                                                           13751.179


Russia-To-KinoSat_110108
------------------------
                  Access        Start Time (UTCG)           Stop Time (UTCG)        Duration (sec)
                  ------    ------------------------    ------------------------    --------------
                       1     1 Jun 2027 03:38:12.223     1 Jun 2027 03:44:29.611           377.388
                       2     1 Jun 2027 05:15:37.649     1 Jun 2027 05:20:07.329           269.680
